2,sugar beet/,10811,4497.4,0,2016-06-01,2016-09-15
2,sugar beet/,10811,4497.4,0,2016-06-01,2016-09-15
2,sugar beet/,10811,4497.4,0,2016-06-01,2016-09-15
2,sugar beet/,10811,4497.4,0,2016-06-01,2016-09-15
2,sugar beet/,10811,4497.4,0,2016-06-01,2016-09-15
2,sugar beet/,10811,4497.4,0,2016-06-01,2016-09-15
2,sugar beet/,10808.4,4506.1,0,2016-06-01,2016-09-15
2,sugar beet/,10808.4,4506.1,0,2016-06-01,2016-09-15
2,sugar beet/,10808.4,4506.1,0,2016-06-01,2016-09-15
2,sugar beet/,10808.4,4506.1,0,2016-06-01,2016-09-15
2,sugar beet/,10808.4,4506.1,0,2016-06-01,2016-09-15
2,sugar beet/,10808.4,4506.1,0,2016-06-01,2016-09-15
2,sugar beet/,10811,4497.4,0,2016-06-01,2016-09-15
2,sugar beet/,10808.4,4506.1,0,2016-06-01,2016-09-15
2,sugar beet/,10809.2,4503.5,0,2016-06-01,2016-09-15
2,sugar beet/,10809.1,4503.7,0,2016-06-01,2016-09-15
2,sugar beet/,10809.2,4503.5,0,2016-06-01,2016-09-15
2,sugar beet/,10809.2,4503.5,0,2016-06-01,2016-09-15
2,sugar beet/,10809.2,4503.5,0,2016-06-01,2016-09-15
2,sugar beet/,10809.2,4503.5,0,2016-06-01,2016-09-15
2,sugar beet/,10810.5,4499,0,2016-06-01,2016-09-15
2,sugar beet/,10810.5,4499,0,2016-06-01,2016-09-15
2,sugar beet/,10810.4,4499.1,0,2016-06-01,2016-09-15
2,sugar beet/,10810.4,4499.1,0,2016-06-01,2016-09-15
2,sugar beet/,10810.4,4499.1,0,2016-06-01,2016-09-15
2,sugar beet/,10810.4,4499.1,0,2016-06-01,2016-09-15
2,sugar beet/,10809.1,4503.7,0,2016-06-01,2016-09-15
2,sugar beet/,10810.4,4499.1,0,2016-06-01,2016-09-15
2,sugar beet/,10808.2,4506.7,0,2016-06-01,2016-09-15
2,sugar beet/,10808,4507.5,0,2016-06-01,2016-09-15
2,sugar beet/,10808.2,4506.7,0,2016-06-01,2016-09-15
2,sugar beet/,10808.2,4506.7,0,2016-06-01,2016-09-15
2,sugar beet/,10808.2,4506.7,0,2016-06-01,2016-09-15
2,sugar beet/,10808.2,4506.7,0,2016-06-01,2016-09-15
2,sugar beet/,10809.6,4501.9,0,2016-06-01,2016-09-15
2,sugar beet/,10809.6,4501.9,0,2016-06-01,2016-09-15
2,sugar beet/,10809.4,4502.5,0,2016-06-01,2016-09-15
2,sugar beet/,10809.4,4502.5,0,2016-06-01,2016-09-15
2,sugar beet/,10809.4,4502.5,0,2016-06-01,2016-09-15
2,sugar beet/,10809.4,4502.5,0,2016-06-01,2016-09-15
2,sugar beet/,10808,4507.5,0,2016-06-01,2016-09-15
2,sugar beet/,10809.4,4502.5,0,2016-06-01,2016-09-15
2,sugar beet/,10810.1,4500.4,0,2016-06-01,2016-09-15
2,sugar beet/,10810.1,4500.1,0,2016-06-01,2016-09-15
2,sugar beet/,10810.1,4500.4,0,2016-06-01,2016-09-15
2,sugar beet/,10810.1,4500.4,0,2016-06-01,2016-09-15
2,sugar beet/,10810.1,4500.4,0,2016-06-01,2016-09-15
2,sugar beet/,10810.1,4500.4,0,2016-06-01,2016-09-15
2,sugar beet/,10807.3,4509.7,0,2016-06-01,2016-09-15
2,sugar beet/,10807.3,4509.7,0,2016-06-01,2016-09-15
2,sugar beet/,10807.4,4509.2,0,2016-06-01,2016-09-15
2,sugar beet/,10807.4,4509.2,0,2016-06-01,2016-09-15
2,sugar beet/,10807.4,4509.2,0,2016-06-01,2016-09-15
2,sugar beet/,10807.4,4509.2,0,2016-06-01,2016-09-15
2,sugar beet/,10810.1,4500.1,0,2016-06-01,2016-09-15
2,sugar beet/,10807.4,4509.2,0,2016-06-01,2016-09-15
2,sugar beet/,10810.5,4498.9,0,2016-06-01,2016-09-15
2,sugar beet/,10810.5,4498.9,0,2016-06-01,2016-09-15
2,sugar beet/,10810.5,4498.9,0,2016-06-01,2016-09-15
2,sugar beet/,10810.5,4498.9,0,2016-06-01,2016-09-15
2,sugar beet/,10810.5,4498.9,0,2016-06-01,2016-09-15
2,sugar beet/,10810.5,4498.9,0,2016-06-01,2016-09-15
2,sugar beet/,10807.8,4507.9,0,2016-06-01,2016-09-15
2,sugar beet/,10807.8,4507.9,0,2016-06-01,2016-09-15
